book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,no_of_pages,image_name
It's Kind of a Funny Story,https://www.goodreads.com/book/show/248704.It_s_Kind_of_a_Funny_Story,Ned Vizzini,4.08,259286,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420629730i/248704._SX50_.jpg,444.0,cover_731.png
"The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared (The Hundred-Year-Old Man, #1)",https://www.goodreads.com/book/show/13486632-the-hundred-year-old-man-who-climbed-out-of-the-window-and-disappeared,Jonas Jonasson,3.82,294882,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334848488i/13486632._SY75_.jpg,396.0,cover_732.png
"The Silkworm (Cormoran Strike, #2)",https://www.goodreads.com/book/show/18214414-the-silkworm,Robert Galbraith,4.05,285764,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540217126i/18214414._SY75_.jpg,464.0,cover_733.png
"The Dragon Reborn (The Wheel of Time, #3)",https://www.goodreads.com/book/show/34897.The_Dragon_Reborn,Robert Jordan,4.28,312708,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905781i/34897._SX50_.jpg,624.0,cover_734.png
"Glass Sword (Red Queen, #2)",https://www.goodreads.com/book/show/23174274-glass-sword,Victoria Aveyard,3.78,405247,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436460934i/23174274._SX50_.jpg,444.0,cover_735.png
"Brisingr (The Inheritance Cycle, #3)",https://www.goodreads.com/book/show/2248573.Brisingr,Christopher Paolini,4.11,402947,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661030683i/2248573._SX50_.jpg,748.0,cover_736.png
"Torment (Fallen, #2)",https://www.goodreads.com/book/show/7740152-torment,Lauren Kate,3.84,242307,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362339749i/7740152._SY75_.jpg,452.0,cover_737.png
Norse Mythology,https://www.goodreads.com/book/show/37903770-norse-mythology,Neil Gaiman,4.10,336780,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516128292i/37903770._SX50_.jpg,301.0,cover_738.png
Around the World in Eighty Days,https://www.goodreads.com/book/show/54479.Around_the_World_in_Eighty_Days,Jules Verne,3.95,272440,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684014860i/54479._SY75_.jpg,252.0,cover_739.png
"Living Dead in Dallas (Sookie Stackhouse, #2)",https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,Charlaine Harris,3.96,260050,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501808i/110494._SY75_.jpg,291.0,cover_740.png
"Life After Life (Todd Family, #1)",https://www.goodreads.com/book/show/15790842-life-after-life,Kate Atkinson,3.78,236894,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358173808i/15790842._SY75_.jpg,544.0,cover_741.png
Under the Dome,https://www.goodreads.com/book/show/6320534-under-the-dome,Stephen King,3.93,315796,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511289992i/6320534._SY75_.jpg,1074.0,cover_742.png
Shoe Dog: A Memoir by the Creator of Nike,https://www.goodreads.com/book/show/27220736-shoe-dog,Phil Knight,4.46,345069,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457284880i/27220736._SY75_.jpg,400.0,cover_743.png
Redeeming Love,https://www.goodreads.com/book/show/11422.Redeeming_Love,Francine Rivers,4.51,355756,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550053167i/11422._SX50_.jpg,479.0,cover_744.png
"An Ember in the Ashes (An Ember in the Ashes, #1)",https://www.goodreads.com/book/show/27774758-an-ember-in-the-ashes,Sabaa Tahir,4.24,328720,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519425615i/27774758._SY75_.jpg,446.0,cover_745.png
Batman: Year One,https://www.goodreads.com/book/show/59980.Batman,Frank Miller,4.24,264699,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574630214i/59980._SY75_.jpg,144.0,cover_746.png
"The Nanny Diaries (Nanny, #1)",https://www.goodreads.com/book/show/228333.The_Nanny_Diaries,Emma McLaughlin,3.47,386923,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390018191i/228333._SY75_.jpg,306.0,cover_747.png
Safe Haven,https://www.goodreads.com/book/show/7812659-safe-haven,Nicholas Sparks,4.22,395931,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344268800i/7812659._SY75_.jpg,340.0,cover_748.png
"Clockwork Princess (The Infernal Devices, #3)",https://www.goodreads.com/book/show/18335634-clockwork-princess,Cassandra Clare,4.55,467559,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436788488i/18335634._SY75_.jpg,567.0,cover_749.png
Where the Red Fern Grows,https://www.goodreads.com/book/show/10365.Where_the_Red_Fern_Grows,Wilson Rawls,4.12,430495,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518702249i/10365._SY75_.jpg,272.0,cover_750.png
"Foundation and Empire (Foundation, #2)",https://www.goodreads.com/book/show/29581.Foundation_and_Empire,Isaac Asimov,4.22,218652,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454612i/29581._SY75_.jpg,256.0,cover_751.png
"The Magicians (The Magicians, #1)",https://www.goodreads.com/book/show/6101718-the-magicians,Lev Grossman,3.53,272590,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313772941i/6101718._SY75_.jpg,402.0,cover_752.png
Nine Perfect Strangers,https://www.goodreads.com/book/show/39280445-nine-perfect-strangers,Liane Moriarty,3.56,463229,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529076901i/39280445._SY75_.jpg,453.0,cover_753.png
"Silence (Hush, Hush, #3)",https://www.goodreads.com/book/show/10637766-silence,Becca Fitzpatrick,4.07,292033,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408152i/10637766._SY75_.jpg,440.0,cover_754.png
The Invention of Wings,https://www.goodreads.com/book/show/18079776-the-invention-of-wings,Sue Monk Kidd,4.26,326485,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386699861i/18079776._SY75_.jpg,384.0,cover_755.png
Cold Mountain,https://www.goodreads.com/book/show/10920.Cold_Mountain,Charles Frazier,3.89,247436,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442416348i/10920._SY75_.jpg,449.0,cover_756.png
The Autobiography of Malcolm X,https://www.goodreads.com/book/show/92057.The_Autobiography_of_Malcolm_X,Malcolm X,4.37,283002,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434682864i/92057._SY75_.jpg,466.0,cover_757.png
And the Mountains Echoed,https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,Khaled Hosseini,4.08,392570,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358190204i/16115612._SY75_.jpg,404.0,cover_758.png
"Red Dragon (Hannibal Lecter, #1)",https://www.goodreads.com/book/show/28877.Red_Dragon,Thomas Harris,4.07,358825,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593241110i/28877._SY75_.jpg,454.0,cover_759.png
"The Blood of Olympus (The Heroes of Olympus, #5)",https://www.goodreads.com/book/show/18705209-the-blood-of-olympus,Rick Riordan,4.43,373481,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201441i/18705209._SY75_.jpg,516.0,cover_760.png
"Kiss the Girls (Alex Cross, #2)",https://www.goodreads.com/book/show/13148.Kiss_the_Girls,James Patterson,4.00,348616,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390010470i/13148._SY75_.jpg,481.0,cover_761.png
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,Robert M. Pirsig,3.78,240187,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410136019i/629._SY75_.jpg,540.0,cover_762.png
The Namesake,https://www.goodreads.com/book/show/33917.The_Namesake,Jhumpa Lahiri,4.02,278880,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986i/33917._SY75_.jpg,304.0,cover_763.png
"1Q84 (1Q84, #1-3)",https://www.goodreads.com/book/show/10357575-1q84,Haruki Murakami,3.95,330985,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483103331i/10357575._SX50_.jpg,944.0,cover_764.png
"Voyager (Outlander, #3)",https://www.goodreads.com/book/show/10987.Voyager,Diana Gabaldon,4.39,323736,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483278195i/10987._SY75_.jpg,870.0,cover_765.png
Where the Heart Is,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,Billie Letts,4.04,251428,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959469i/5168._SY75_.jpg,376.0,cover_766.png
The Casual Vacancy,https://www.goodreads.com/book/show/13497818-the-casual-vacancy,J.K. Rowling,3.31,334782,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509893913i/13497818._SY75_.jpg,503.0,cover_767.png
Fried Green Tomatoes at the Whistle Stop Cafe,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,Fannie Flagg,4.28,319579,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740i/9375._SY75_.jpg,416.0,cover_768.png
Little Bee,https://www.goodreads.com/book/show/6948436-little-bee,Chris Cleave,3.72,246533,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344401905i/6948436._SY75_.jpg,271.0,cover_769.png
"Oryx and Crake (MaddAddam, #1)",https://www.goodreads.com/book/show/46756.Oryx_and_Crake,Margaret Atwood,4.01,280361,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756._SY75_.jpg,389.0,cover_770.png
The Wind-Up Bird Chronicle,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,Haruki Murakami,4.14,304073,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639i/11275._SY75_.jpg,607.0,cover_771.png
"Pretties (Uglies, #2)",https://www.goodreads.com/book/show/24768.Pretties,Scott Westerfeld,3.83,275950,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388314207i/24768._SX50_.jpg,370.0,cover_772.png
Naked,https://www.goodreads.com/book/show/4138.Naked,David Sedaris,4.10,270383,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394178867i/4138._SY75_.jpg,304.0,cover_773.png
The Underground Railroad,https://www.goodreads.com/book/show/30555488-the-underground-railroad,Colson Whitehead,4.06,429377,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493178362i/30555488._SX50_.jpg,320.0,cover_774.png
Talking to Strangers: What We Should Know About the People We Don't Know,https://www.goodreads.com/book/show/43848929-talking-to-strangers,Malcolm Gladwell,3.99,326574,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549393502i/43848929._SX50_.jpg,388.0,cover_775.png
The Kitchen House,https://www.goodreads.com/book/show/6837103-the-kitchen-house,Kathleen Grissom,4.23,293268,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463229128i/6837103._SX50_.jpg,369.0,cover_776.png
The Sun Is Also a Star,https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star,Nicola Yoon,3.96,350881,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459793538i/28763485._SY75_.jpg,344.0,cover_777.png
The Virgin Suicides,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,Jeffrey Eugenides,3.79,388703,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956._SY75_.jpg,250.0,cover_778.png
John Adams,https://www.goodreads.com/book/show/2203.John_Adams,David McCullough,4.08,371660,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478144278i/2203._SX50_.jpg,751.0,cover_779.png
The Undomestic Goddess,https://www.goodreads.com/book/show/33722.The_Undomestic_Goddess,Sophie Kinsella,3.86,307521,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546431135i/33722._SY75_.jpg,404.0,cover_780.png
The Complete Grimm's Fairy Tales,https://www.goodreads.com/book/show/22917.The_Complete_Grimm_s_Fairy_Tales,Jacob Grimm,4.23,218421,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369540060i/22917._SY75_.jpg,880.0,cover_781.png
"Stargirl (Stargirl, #1)",https://www.goodreads.com/book/show/22232.Stargirl,Jerry Spinelli,3.77,333377,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335947642i/22232._SX50_.jpg,186.0,cover_782.png
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",https://www.goodreads.com/book/show/25541028-elon-musk,Ashlee Vance,4.13,431104,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518291452i/25541028._SY75_.jpg,392.0,cover_783.png
Anansi Boys,https://www.goodreads.com/book/show/2744.Anansi_Boys,Neil Gaiman,4.04,227953,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479778049i/2744._SY75_.jpg,387.0,cover_784.png
Running with Scissors,https://www.goodreads.com/book/show/242006.Running_with_Scissors,Augusten Burroughs,3.77,399345,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1690319656i/242006._SY75_.jpg,336.0,cover_785.png
"Good in Bed (Cannie Shapiro, #1)",https://www.goodreads.com/book/show/14748.Good_in_Bed,Jennifer Weiner,3.76,311742,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936464i/14748._SY75_.jpg,376.0,cover_786.png
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain,Betty Edwards,3.87,369903,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348133732i/627206._SX50_.jpg,291.0,cover_787.png
"Slammed (Slammed, #1)",https://www.goodreads.com/book/show/13372690-slammed,Colleen Hoover,4.15,427820,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328530463i/13372690._SY75_.jpg,317.0,cover_788.png
Needful Things,https://www.goodreads.com/book/show/107291.Needful_Things,Stephen King,3.98,268505,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315767817i/107291._SY75_.jpg,790.0,cover_789.png
"Wolf Hall (Thomas Cromwell, #1)",https://www.goodreads.com/book/show/6101138-wolf-hall,Hilary Mantel,3.91,225555,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627203575i/6101138._SY75_.jpg,653.0,cover_790.png
"The Angel Experiment (Maximum Ride, #1)",https://www.goodreads.com/book/show/13152.The_Angel_Experiment,James Patterson,4.07,229780,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152._SY75_.jpg,445.0,cover_791.png
Along for the Ride,https://www.goodreads.com/book/show/5664985-along-for-the-ride,Sarah Dessen,4.03,210628,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479692098i/5664985._SX50_.jpg,383.0,cover_792.png
The Lean Startup,https://www.goodreads.com/book/show/10127019-the-lean-startup,Eric Ries,4.11,353295,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629999184i/10127019._SY75_.jpg,299.0,cover_793.png
"Odd Thomas (Odd Thomas, #1)",https://www.goodreads.com/book/show/14995.Odd_Thomas,Dean Koontz,3.99,273929,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245669i/14995._SY75_.jpg,446.0,cover_794.png
We Should All Be Feminists,https://www.goodreads.com/book/show/22738563-we-should-all-be-feminists,Chimamanda Ngozi Adichie,4.40,317829,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430821222i/22738563._SX50_.jpg,52.0,cover_795.png
The Paper Palace,https://www.goodreads.com/book/show/55994372-the-paper-palace,Miranda Cowley Heller,3.79,373948,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607320833i/55994372._SY75_.jpg,400.0,cover_796.png
"Storm Front (The Dresden Files, #1)",https://www.goodreads.com/book/show/47212.Storm_Front,Jim Butcher,3.97,369004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572991273i/47212._SY75_.jpg,372.0,cover_797.png
Stiff: The Curious Lives of Human Cadavers,https://www.goodreads.com/book/show/56769575-stiff,Mary Roach,4.06,232665,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625851259i/56769575._SY75_.jpg,320.0,cover_798.png
"Pandemonium (Delirium, #2)",https://www.goodreads.com/book/show/9593911-pandemonium,Lauren Oliver,4.03,243925,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310371414i/9593911._SY75_.jpg,375.0,cover_799.png
"Saga, Volume 1",https://www.goodreads.com/book/show/15704307-saga-volume-1,Brian K. Vaughan,4.16,351762,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486028947i/15704307._SY75_.jpg,160.0,cover_800.png
"Smile (Smile, #1)",https://www.goodreads.com/book/show/6393631-smile,Raina Telgemeier,4.23,298356,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531595478i/6393631._SX50_.jpg,214.0,cover_801.png
"The City of Ember (Book of Ember, #1)",https://www.goodreads.com/book/show/307791.The_City_of_Ember,Jeanne DuPrau,3.90,293936,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591616783i/307791._SX50_.jpg,270.0,cover_802.png
Homegoing,https://www.goodreads.com/book/show/27071490-homegoing,Yaa Gyasi,4.47,381056,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448108591i/27071490._SY75_.jpg,305.0,cover_803.png
Blindness,https://www.goodreads.com/book/show/40495148-blindness,José Saramago,4.18,320516,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528481068i/40495148._SY75_.jpg,349.0,cover_804.png
"Evermore (The Immortals, #1)",https://www.goodreads.com/book/show/3975774-evermore,Alyson Noel,3.59,296551,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774._SY75_.jpg,301.0,cover_805.png
"Darkly Dreaming Dexter (Dexter, #1)",https://www.goodreads.com/book/show/17231.Darkly_Dreaming_Dexter,Jeff Lindsay,3.90,213119,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557598685i/17231._SY75_.jpg,288.0,cover_806.png
"Hollow City (Miss Peregrine's Peculiar Children, #2)",https://www.goodreads.com/book/show/23164983-hollow-city,Ransom Riggs,4.07,248630,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662568423i/23164983._SY75_.jpg,412.0,cover_807.png
The Pearl,https://www.goodreads.com/book/show/5308.The_Pearl,John Steinbeck,3.55,258847,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437234939i/5308._SY75_.jpg,96.0,cover_808.png
"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",https://www.goodreads.com/book/show/35247769-always-and-forever-lara-jean,Jenny Han,4.00,276889,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495992139i/35247769._SY75_.jpg,325.0,cover_809.png
