book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,my_rating,no_of_pages,image_name
The Wind-Up Bird Chronicle,https://www.goodreads.com/book/show/11275.The_Wind_Up_Bird_Chronicle,Haruki Murakami,4.14,314273,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872639i/11275._SY75_.jpg,0.0,607.0,cover_806.png
Where the Heart Is,https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,Billie Letts,4.04,252680,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959469i/5168._SY75_.jpg,0.0,376.0,cover_807.png
Naked,https://www.goodreads.com/book/show/4138.Naked,David Sedaris,4.10,272972,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394178867i/4138._SY75_.jpg,0.0,304.0,cover_808.png
The Casual Vacancy,https://www.goodreads.com/book/show/13497818-the-casual-vacancy,J.K. Rowling,3.31,337111,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509893913i/13497818._SY75_.jpg,0.0,503.0,cover_809.png
Little Bee,https://www.goodreads.com/book/show/6948436-little-bee,Chris Cleave,3.72,248428,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344401905i/6948436._SY75_.jpg,0.0,271.0,cover_810.png
"Oryx and Crake (MaddAddam, #1)",https://www.goodreads.com/book/show/46756.Oryx_and_Crake,Margaret Atwood,4.00,286977,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668379066i/46756._SY75_.jpg,0.0,389.0,cover_811.png
"Pretties (Uglies, #2)",https://www.goodreads.com/book/show/24768.Pretties,Scott Westerfeld,3.83,279774,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388314207i/24768._SX50_.jpg,0.0,370.0,cover_812.png
The Complete Grimm's Fairy Tales,https://www.goodreads.com/book/show/22917.The_Complete_Grimm_s_Fairy_Tales,Jacob Grimm,4.23,221112,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369540060i/22917._SY75_.jpg,0.0,880.0,cover_813.png
The Underground Railroad,https://www.goodreads.com/book/show/30555488-the-underground-railroad,Colson Whitehead,4.06,444081,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493178362i/30555488._SX50_.jpg,3.0,306.0,cover_814.png
The Kitchen House,https://www.goodreads.com/book/show/6837103-the-kitchen-house,Kathleen Grissom,4.23,302045,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463229128i/6837103._SX50_.jpg,0.0,369.0,cover_815.png
The Virgin Suicides,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,Jeffrey Eugenides,3.78,411649,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956._SY75_.jpg,0.0,250.0,cover_816.png
John Adams,https://www.goodreads.com/book/show/2203.John_Adams,David McCullough,4.08,377476,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478144278i/2203._SX50_.jpg,0.0,751.0,cover_817.png
"Stargirl (Stargirl, #1)",https://www.goodreads.com/book/show/22232.Stargirl,Jerry Spinelli,3.77,336155,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335947642i/22232._SX50_.jpg,0.0,186.0,cover_818.png
The Sun Is Also a Star,https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star,Nicola Yoon,3.95,358012,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459793538i/28763485._SY75_.jpg,0.0,344.0,cover_819.png
"Heidi (Heidi, #1-2)",https://www.goodreads.com/book/show/93.Heidi,Johanna Spyri,4.04,211040,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388462714i/93._SX50_.jpg,0.0,352.0,cover_820.png
"All Systems Red (The Murderbot Diaries, #1)",https://www.goodreads.com/book/show/32758901-all-systems-red,Martha Wells,4.12,366770,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631585309i/32758901._SY75_.jpg,0.0,144.0,cover_821.png
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",https://www.goodreads.com/book/show/25541028-elon-musk,Ashlee Vance,4.12,444781,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518291452i/25541028._SY75_.jpg,0.0,392.0,cover_822.png
Anansi Boys,https://www.goodreads.com/book/show/2744.Anansi_Boys,Neil Gaiman,4.04,229597,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479778049i/2744._SY75_.jpg,4.0,387.0,cover_823.png
Running with Scissors,https://www.goodreads.com/book/show/242006.Running_with_Scissors,Augusten Burroughs,3.77,403550,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1690319656i/242006._SY75_.jpg,0.0,336.0,cover_824.png
"Good in Bed (Cannie Shapiro, #1)",https://www.goodreads.com/book/show/14748.Good_in_Bed,Jennifer Weiner,3.76,314939,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936464i/14748._SY75_.jpg,0.0,376.0,cover_825.png
The New Drawing on the Right Side of the Brain,https://www.goodreads.com/book/show/627206.The_New_Drawing_on_the_Right_Side_of_the_Brain,Betty Edwards,3.87,379885,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348133732i/627206._SX50_.jpg,0.0,291.0,cover_826.png
"Slammed (Slammed, #1)",https://www.goodreads.com/book/show/13372690-slammed,Colleen Hoover,4.14,447120,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328530463i/13372690._SY75_.jpg,0.0,317.0,cover_827.png
We Should All Be Feminists,https://www.goodreads.com/book/show/22738563-we-should-all-be-feminists,Chimamanda Ngozi Adichie,4.39,329863,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430821222i/22738563._SX50_.jpg,5.0,52.0,cover_828.png
Stiff: The Curious Lives of Human Cadavers,https://www.goodreads.com/book/show/56769575-stiff,Mary Roach,4.06,239702,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625851259i/56769575._SY75_.jpg,0.0,320.0,cover_829.png
Needful Things,https://www.goodreads.com/book/show/107291.Needful_Things,Stephen King,3.98,278325,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315767817i/107291._SY75_.jpg,0.0,790.0,cover_830.png
"Wolf Hall (Thomas Cromwell, #1)",https://www.goodreads.com/book/show/6101138-wolf-hall,Hilary Mantel,3.91,232847,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627203575i/6101138._SY75_.jpg,0.0,653.0,cover_831.png
"The Angel Experiment (Maximum Ride, #1)",https://www.goodreads.com/book/show/13152.The_Angel_Experiment,James Patterson,4.07,233204,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339277875i/13152._SY75_.jpg,0.0,445.0,cover_832.png
The Pearl,https://www.goodreads.com/book/show/5308.The_Pearl,John Steinbeck,3.57,270978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437234939i/5308._SY75_.jpg,4.0,96.0,cover_833.png
Along for the Ride,https://www.goodreads.com/book/show/5664985-along-for-the-ride,Sarah Dessen,4.03,212070,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479692098i/5664985._SX50_.jpg,0.0,383.0,cover_834.png
The Lean Startup,https://www.goodreads.com/book/show/10127019-the-lean-startup,Eric Ries,4.11,364145,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629999184i/10127019._SY75_.jpg,0.0,299.0,cover_835.png
"Odd Thomas (Odd Thomas, #1)",https://www.goodreads.com/book/show/14995.Odd_Thomas,Dean Koontz,3.99,276181,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245669i/14995._SY75_.jpg,0.0,446.0,cover_836.png
The Paper Palace,https://www.goodreads.com/book/show/55994372-the-paper-palace,Miranda Cowley Heller,3.78,397890,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607320833i/55994372._SY75_.jpg,0.0,400.0,cover_837.png
The Man in the High Castle,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,Philip K. Dick,3.59,235011,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448756803i/216363._SY75_.jpg,0.0,259.0,cover_838.png
The Wind in the Willows,https://www.goodreads.com/book/show/5659.The_Wind_in_the_Willows,Kenneth Grahame,4.02,240288,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1731896433i/5659._SY75_.jpg,0.0,197.0,cover_839.png
"Storm Front (The Dresden Files, #1)",https://www.goodreads.com/book/show/47212.Storm_Front,Jim Butcher,3.97,377625,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572991273i/47212._SY75_.jpg,0.0,372.0,cover_840.png
"Pandemonium (Delirium, #2)",https://www.goodreads.com/book/show/9593911-pandemonium,Lauren Oliver,4.02,245680,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310371414i/9593911._SY75_.jpg,0.0,375.0,cover_841.png
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,https://www.goodreads.com/book/show/3980.From_the_Mixed_Up_Files_of_Mrs_Basil_E_Frankweiler,E.L. Konigsburg,4.16,219039,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327784751i/3980._SY75_.jpg,0.0,159.0,cover_842.png
"Saga, Volume 1",https://www.goodreads.com/book/show/15704307-saga-volume-1,Brian K. Vaughan,4.16,361218,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486028947i/15704307._SY75_.jpg,0.0,160.0,cover_843.png
"The City of Ember (Book of Ember, #1)",https://www.goodreads.com/book/show/307791.The_City_of_Ember,Jeanne DuPrau,3.90,298742,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591616783i/307791._SX50_.jpg,0.0,270.0,cover_844.png
Homegoing,https://www.goodreads.com/book/show/27071490-homegoing,Yaa Gyasi,4.47,401765,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448108591i/27071490._SY75_.jpg,4.0,305.0,cover_845.png
Blindness,https://www.goodreads.com/book/show/40495148-blindness,José Saramago,4.18,337225,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528481068i/40495148._SY75_.jpg,5.0,349.0,cover_846.png
"Evermore (The Immortals, #1)",https://www.goodreads.com/book/show/3975774-evermore,Alyson Noel,3.60,298542,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774._SY75_.jpg,0.0,301.0,cover_847.png
"Darkly Dreaming Dexter (Dexter, #1)",https://www.goodreads.com/book/show/17231.Darkly_Dreaming_Dexter,Jeff Lindsay,3.90,218590,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557598685i/17231._SY75_.jpg,0.0,288.0,cover_848.png
"Hollow City (Miss Peregrine's Peculiar Children, #2)",https://www.goodreads.com/book/show/23164983-hollow-city,Ransom Riggs,4.07,252389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662568423i/23164983._SY75_.jpg,0.0,412.0,cover_849.png
"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",https://www.goodreads.com/book/show/35247769-always-and-forever-lara-jean,Jenny Han,3.99,288351,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495992139i/35247769._SY75_.jpg,0.0,325.0,cover_850.png
Neuromancer (Sprawl #1),https://www.goodreads.com/book/show/888628.Neuromancer,William Gibson,3.89,363471,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281419771i/888628._SY75_.jpg,0.0,278.0,cover_851.png
"The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)",https://www.goodreads.com/book/show/11260526-the-twilight-saga-breaking-dawn-part-1,Mark Cotta Vaz,4.29,267306,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327904795i/11260526._SX50_.jpg,0.0,144.0,cover_852.png
"Heartstopper: Volume Three (Heartstopper, #3)",https://www.goodreads.com/book/show/43449920-heartstopper,Alice Oseman,4.54,496968,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572608363i/43449920._SY75_.jpg,0.0,384.0,cover_853.png
Go Ask Alice,https://www.goodreads.com/book/show/46799.Go_Ask_Alice,Beatrice Sparks,3.74,291792,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327870536i/46799._SX50_.jpg,0.0,213.0,cover_854.png
"Fall of Giants (The Century Trilogy, #1)",https://www.goodreads.com/book/show/7315573-fall-of-giants,Ken Follett,4.32,346694,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470384630i/7315573._SY75_.jpg,0.0,985.0,cover_855.png
Small Great Things,https://www.goodreads.com/book/show/41021501-small-great-things,Jodi Picoult,4.36,437557,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533135682i/41021501._SX50_.jpg,0.0,510.0,cover_856.png
"Mr. Mercedes (Bill Hodges Trilogy, #1)",https://www.goodreads.com/book/show/18775247-mr-mercedes,Stephen King,4.04,374732,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468705326i/18775247._SY75_.jpg,4.0,437.0,cover_857.png
Different Seasons,https://www.goodreads.com/book/show/39662.Different_Seasons,Stephen King,4.36,220963,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1763979040i/39662._SX50_.jpg,0.0,560.0,cover_858.png
Salt to the Sea,https://www.goodreads.com/book/show/25614492-salt-to-the-sea,Ruta Sepetys,4.35,254733,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437084512i/25614492._SY75_.jpg,0.0,391.0,cover_859.png
"Hatchet (Brian's Saga, #1)",https://www.goodreads.com/book/show/50.Hatchet,Gary Paulsen,3.79,449830,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385297074i/50._SX50_.jpg,0.0,208.0,cover_860.png
"The Passage (The Passage, #1)",https://www.goodreads.com/book/show/6690798-the-passage,Justin Cronin,4.05,222865,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874267i/6690798._SY75_.jpg,0.0,773.0,cover_861.png
"Restore Me (Shatter Me, #4)",https://www.goodreads.com/book/show/34992929-restore-me,Tahereh Mafi,4.14,414305,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507232049i/34992929._SY75_.jpg,0.0,448.0,cover_862.png
The Nickel Boys,https://www.goodreads.com/book/show/42270835-the-nickel-boys,Colson Whitehead,4.25,306781,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593115396i/42270835._SY75_.jpg,5.0,213.0,cover_863.png
The Purpose Driven Life: What on Earth Am I Here for?,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life,Rick Warren,3.98,292346,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440111652i/56495._SY75_.jpg,0.0,336.0,cover_864.png
The Lincoln Highway,https://www.goodreads.com/book/show/57109107-the-lincoln-highway,Amor Towles,4.22,310622,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633443634i/57109107._SY75_.jpg,0.0,576.0,cover_865.png
"Doctor Sleep (The Shining, #2)",https://www.goodreads.com/book/show/16130549-doctor-sleep,Stephen King,4.13,295979,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510335480i/16130549._SY75_.jpg,0.0,531.0,cover_866.png
"Mort (Discworld, #4; Death, #1)",https://www.goodreads.com/book/show/386372.Mort,Terry Pratchett,4.24,271568,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181166i/386372._SY75_.jpg,0.0,243.0,cover_867.png
"Winter (The Lunar Chronicles, #4)",https://www.goodreads.com/book/show/13206900-winter,Marissa Meyer,4.41,310512,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057036i/13206900._SX50_.jpg,0.0,827.0,cover_868.png
The Dead Zone,https://www.goodreads.com/book/show/11573.The_Dead_Zone,Stephen King,3.97,245623,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283509622i/11573._SY75_.jpg,0.0,402.0,cover_869.png
Julius Caesar,https://www.goodreads.com/book/show/13006.Julius_Caesar,William Shakespeare,3.71,219076,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631505382i/13006._SX50_.jpg,0.0,175.0,cover_870.png
"Crescendo (Hush, Hush, #2)",https://www.goodreads.com/book/show/7791997-crescendo,Becca Fitzpatrick,3.97,337301,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408146i/7791997._SY75_.jpg,0.0,427.0,cover_871.png
Ways of Seeing,https://www.goodreads.com/book/show/2784.Ways_of_Seeing,John Berger,3.94,435012,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703328414i/2784._SY75_.jpg,0.0,176.0,cover_872.png
Uncle Tom’s Cabin,https://www.goodreads.com/book/show/46787.Uncle_Tom_s_Cabin,Harriet Beecher Stowe,3.92,242456,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414349231i/46787._SY75_.jpg,0.0,438.0,cover_873.png
12 Rules for Life: An Antidote to Chaos,https://www.goodreads.com/book/show/30257963-12-rules-for-life,Jordan B. Peterson,3.91,266944,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512705866i/30257963._SY75_.jpg,0.0,409.0,cover_874.png
The Prince of Tides,https://www.goodreads.com/book/show/16735.The_Prince_of_Tides,Pat Conroy,4.26,216373,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512744907i/16735._SY75_.jpg,0.0,679.0,cover_875.png
The Lucky One,https://www.goodreads.com/book/show/3063499-the-lucky-one,Nicholas Sparks,4.13,374752,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420816338i/3063499._SY75_.jpg,0.0,326.0,cover_876.png
Defending Jacob,https://www.goodreads.com/book/show/11367726-defending-jacob,William Landay,4.00,311054,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329612158i/11367726._SY75_.jpg,0.0,421.0,cover_877.png
A Monster Calls,https://www.goodreads.com/book/show/25480342-a-monster-calls,Patrick Ness,4.34,289620,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430763000i/25480342._SY75_.jpg,0.0,237.0,cover_878.png
"The Blade Itself (The First Law, #1)",https://www.goodreads.com/book/show/944073.The_Blade_Itself,Joe Abercrombie,4.22,309952,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1747782133i/944073._SY75_.jpg,0.0,515.0,cover_879.png
The Westing Game,https://www.goodreads.com/book/show/902.The_Westing_Game,Ellen Raskin,3.99,234910,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356850909i/902._SX50_.jpg,0.0,182.0,cover_880.png
Maybe in Another Life,https://www.goodreads.com/book/show/23492661-maybe-in-another-life,Taylor Jenkins Reid,3.79,381807,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424970519i/23492661._SY75_.jpg,0.0,342.0,cover_881.png
"The Great Hunt (The Wheel of Time, #2)",https://www.goodreads.com/book/show/233649.The_Great_Hunt,Robert Jordan,4.27,355210,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905799i/233649._SY75_.jpg,0.0,705.0,cover_882.png
"Lean In: Women, Work, and the Will to Lead",https://www.goodreads.com/book/show/16071764-lean-in,Sheryl Sandberg,3.95,269148,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630483761i/16071764._SY75_.jpg,0.0,217.0,cover_883.png
We Have Always Lived in the Castle,https://www.goodreads.com/book/show/89724.We_Have_Always_Lived_in_the_Castle,Shirley Jackson,3.91,294331,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746532708i/89724._SY75_.jpg,4.0,152.0,cover_884.png
Cloud Cuckoo Land,https://www.goodreads.com/book/show/56783258-cloud-cuckoo-land,Anthony Doerr,4.25,266073,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618589128i/56783258._SY75_.jpg,0.0,626.0,cover_885.png
Under the Tuscan Sun: At Home in Italy,https://www.goodreads.com/book/show/480479.Under_the_Tuscan_Sun,Frances Mayes,3.77,330095,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320524083i/480479._SY75_.jpg,0.0,304.0,cover_886.png
The Wall of Winnipeg and Me,https://www.goodreads.com/book/show/29367958-the-wall-of-winnipeg-and-me,Mariana Zapata,4.16,304601,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456774327i/29367958._SY75_.jpg,0.0,475.0,cover_887.png
The Storyteller,https://www.goodreads.com/book/show/15753740-the-storyteller,Jodi Picoult,4.30,273681,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356328634i/15753740._SY75_.jpg,0.0,461.0,cover_888.png
The House on Mango Street,https://www.goodreads.com/book/show/139253.The_House_on_Mango_Street,Sandra Cisneros,3.68,233174,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348245688i/139253._SY75_.jpg,0.0,110.0,cover_889.png
The Absolutely True Diary of a Part-Time Indian,https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,Sherman Alexie,4.06,284665,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327908992i/693208._SY75_.jpg,0.0,230.0,cover_890.png
Americanah,https://www.goodreads.com/book/show/15796700-americanah,Chimamanda Ngozi Adichie,4.31,411756,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356654499i/15796700._SX50_.jpg,4.0,477.0,cover_891.png
"My Sister, the Serial Killer",https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer,Oyinkan Braithwaite,3.64,351432,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523366732i/38819868._SY75_.jpg,0.0,226.0,cover_892.png
A Separate Peace,https://www.goodreads.com/book/show/5148.A_Separate_Peace,John Knowles,3.60,232072,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528860889i/5148._SY75_.jpg,0.0,208.0,cover_893.png
Cell,https://www.goodreads.com/book/show/10567.Cell,Stephen King,3.65,236916,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432828013i/10567._SY75_.jpg,0.0,449.0,cover_894.png
The Flatshare,https://www.goodreads.com/book/show/36478784-the-flatshare,Beth O'Leary,3.98,456471,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552471375i/36478784._SY75_.jpg,0.0,394.0,cover_895.png
"Champion (Legend, #3)",https://www.goodreads.com/book/show/14290364-champion,Marie Lu,4.31,233167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382652310i/14290364._SY75_.jpg,0.0,369.0,cover_896.png
Bad Blood: Secrets and Lies in a Silicon Valley Startup,https://www.goodreads.com/book/show/37976541-bad-blood,John Carreyrou,4.40,281380,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523311515i/37976541._SX50_.jpg,0.0,339.0,cover_897.png
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",https://www.goodreads.com/book/show/7061.The_No_1_Ladies_Detective_Agency,Alexander McCall Smith,3.81,275630,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459953654i/7061._SY75_.jpg,0.0,235.0,cover_898.png
Dreams from My Father: A Story of Race and Inheritance,https://www.goodreads.com/book/show/88061.Dreams_from_My_Father,Barack Obama,3.94,231009,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352340675i/88061._SY75_.jpg,0.0,453.0,cover_899.png
"The Viscount Who Loved Me (Bridgertons, #2)",https://www.goodreads.com/book/show/861326.The_Viscount_Who_Loved_Me,Julia Quinn,3.99,481543,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379594308i/861326._SY75_.jpg,0.0,480.0,cover_900.png
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",https://www.goodreads.com/book/show/17571564-hyperbole-and-a-half,Allie Brosh,4.17,215792,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409522492i/17571564._SY75_.jpg,0.0,371.0,cover_901.png
"Girl, Woman, Other",https://www.goodreads.com/book/show/41081373-girl-woman-other,Bernardine Evaristo,4.26,263911,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542296262i/41081373._SY75_.jpg,0.0,453.0,cover_902.png
"The 5th Wave (The 5th Wave, #1)",https://www.goodreads.com/book/show/16101128-the-5th-wave,Rick Yancey,4.00,479408,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359853842i/16101128._SX50_.jpg,0.0,457.0,cover_903.png
From Lukov with Love,https://www.goodreads.com/book/show/37683751-from-lukov-with-love,Mariana Zapata,4.19,284597,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514253753i/37683751._SY75_.jpg,0.0,493.0,cover_904.png
"The Priory of the Orange Tree (The Roots of Chaos, #1)",https://www.goodreads.com/book/show/40275288-the-priory-of-the-orange-tree,Samantha Shannon,4.17,276978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1700221964i/40275288._SY75_.jpg,0.0,848.0,cover_905.png
Mrs. Dalloway,https://www.goodreads.com/book/show/14942.Mrs_Dalloway,Virginia Woolf,3.78,355714,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646148221i/14942._SY75_.jpg,0.0,194.0,cover_906.png
"Shadow of Night (All Souls, #2)",https://www.goodreads.com/book/show/11559200-shadow-of-night,Deborah Harkness,4.08,271525,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320604137i/11559200._SY75_.jpg,0.0,584.0,cover_907.png
Twilight: The Complete Illustrated Movie Companion,https://www.goodreads.com/book/show/3609760-twilight,Mark Cotta Vaz,4.20,449098,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352539022i/3609760._SX50_.jpg,0.0,144.0,cover_908.png
The 4-Hour Workweek,https://www.goodreads.com/book/show/368593.The_4_Hour_Workweek,Timothy Ferriss,3.91,333228,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442957271i/368593._SY75_.jpg,0.0,308.0,cover_909.png
Meditations,https://www.goodreads.com/book/show/30659.Meditations,Marcus Aurelius,4.28,344360,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421618636i/30659._SY75_.jpg,0.0,254.0,cover_910.png
High Fidelity,https://www.goodreads.com/book/show/285092.High_Fidelity,Nick Hornby,3.90,215097,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327928082i/285092._SY75_.jpg,0.0,323.0,cover_911.png
Christine,https://www.goodreads.com/book/show/10629.Christine,Stephen King,3.86,263357,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663053062i/10629._SY75_.jpg,0.0,360.0,cover_912.png
"Glass Sword (Red Queen, #2)",https://www.goodreads.com/book/show/23174274-glass-sword,Victoria Aveyard,3.78,422106,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436460934i/23174274._SX50_.jpg,0.0,444.0,cover_913.png
The Reader,https://www.goodreads.com/book/show/101299.The_Reader,Bernhard Schlink,3.79,231079,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1735039201i/101299._SY75_.jpg,0.0,216.0,cover_914.png
The Brief Wondrous Life of Oscar Wao,https://www.goodreads.com/book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,Junot Díaz,3.89,278385,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391409748i/297673._SY75_.jpg,0.0,335.0,cover_915.png
The Phantom of the Opera,https://www.goodreads.com/book/show/480204.The_Phantom_of_the_Opera,Gaston Leroux,3.96,276638,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867727i/480204._SY75_.jpg,0.0,360.0,cover_916.png
