book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,my_rating,no_of_pages,image_name
"Artemis Fowl (Artemis Fowl, #1)",https://www.goodreads.com/book/show/249747.Artemis_Fowl,Eoin Colfer,3.86,561810,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630661894i/249747._SX50_.jpg,3.0,396.0,cover_312.png
"Matched (Matched, #1)",https://www.goodreads.com/book/show/7735333-matched,Ally Condie,3.62,814439,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367706191i/7735333._SY75_.jpg,0.0,369.0,cover_313.png
I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,https://www.goodreads.com/book/show/17851885-i-am-malala,Malala Yousafzai,4.16,622363,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375414895i/17851885._SY75_.jpg,0.0,327.0,cover_314.png
Digital Fortress,https://www.goodreads.com/book/show/11125.Digital_Fortress,Dan Brown,3.71,664489,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966i/11125._SY75_.jpg,3.0,510.0,cover_315.png
The Time Machine,https://www.goodreads.com/book/show/2493.The_Time_Machine,H.G. Wells,3.89,564281,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327942880i/2493._SY75_.jpg,5.0,118.0,cover_316.png
"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",https://www.goodreads.com/book/show/389627.Diary_of_a_Wimpy_Kid,Jeff Kinney,3.98,775776,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388183826i/389627._SX50_.jpg,0.0,226.0,cover_317.png
"Fifty Shades Freed (Fifty Shades, #3)",https://www.goodreads.com/book/show/13536860-fifty-shades-freed,E.L. James,3.83,912239,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336418837i/13536860._SY75_.jpg,0.0,579.0,cover_318.png
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,Erik Larson,4.00,757400,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024i/397483._SY75_.jpg,0.0,464.0,cover_319.png
"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,Maya Angelou,4.30,580073,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957927i/13214._SY75_.jpg,0.0,289.0,cover_320.png
"Heartstopper: Volume One (Heartstopper, #1)",https://www.goodreads.com/book/show/40495957-heartstopper,Alice Oseman,4.42,882816,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712679126i/40495957._SY75_.jpg,0.0,288.0,cover_321.png
"The Way of Kings (The Stormlight Archive, #1)",https://www.goodreads.com/book/show/7235533-the-way-of-kings,Brandon Sanderson,4.66,665831,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905828i/7235533._SY75_.jpg,0.0,1007.0,cover_322.png
Norwegian Wood,https://www.goodreads.com/book/show/11297.Norwegian_Wood,Haruki Murakami,3.99,726785,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1713542603i/11297._SY75_.jpg,3.0,296.0,cover_323.png
A Walk to Remember,https://www.goodreads.com/book/show/35545737-a-walk-to-remember,Nicholas Sparks,4.20,844350,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498755310i/35545737._SY75_.jpg,0.0,215.0,cover_324.png
Coraline,https://www.goodreads.com/book/show/17061.Coraline,Neil Gaiman,4.13,780945,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493497435i/17061._SY75_.jpg,0.0,208.0,cover_325.png
"Moby-Dick or, The Whale",https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale,Herman Melville,3.57,614885,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940656i/153747._SY75_.jpg,0.0,720.0,cover_326.png
"The Elite (The Selection, #2)",https://www.goodreads.com/book/show/16248068-the-elite,Kiera Cass,3.94,869711,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391454595i/16248068._SY75_.jpg,0.0,336.0,cover_327.png
James and the Giant Peach,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach,Roald Dahl,4.04,515385,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320412586i/6689._SX50_.jpg,0.0,176.0,cover_328.png
11/22/63,https://www.goodreads.com/book/show/10644930-11-22-63,Stephen King,4.35,648752,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876792i/10644930._SY75_.jpg,0.0,849.0,cover_329.png
Into Thin Air: A Personal Account of the Mt. Everest Disaster,https://www.goodreads.com/book/show/1898.Into_Thin_Air,Jon Krakauer,4.26,566874,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631501298i/1898._SY75_.jpg,4.0,368.0,cover_330.png
"Legend (Legend, #1)",https://www.goodreads.com/book/show/9275658-legend,Marie Lu,4.15,563219,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658._SY75_.jpg,0.0,305.0,cover_331.png
"Uglies (Uglies, #1)",https://www.goodreads.com/book/show/24770.Uglies,Scott Westerfeld,3.84,707650,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654202671i/24770._SX50_.jpg,0.0,425.0,cover_332.png
"Hush, Hush (Hush, Hush, #1)",https://www.goodreads.com/book/show/6339664-hush-hush,Becca Fitzpatrick,3.92,743237,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358261334i/6339664._SY75_.jpg,0.0,391.0,cover_333.png
"The Silence of the Lambs (Hannibal Lecter, #2)",https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs,Thomas Harris,4.26,587528,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647930822i/23807._SY75_.jpg,0.0,421.0,cover_334.png
Dark Matter,https://www.goodreads.com/book/show/27833670-dark-matter,Blake Crouch,4.13,716075,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472119680i/27833670._SY75_.jpg,0.0,342.0,cover_335.png
The Ocean at the End of the Lane,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,Neil Gaiman,4.01,657064,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497098563i/15783514._SY75_.jpg,4.0,181.0,cover_336.png
Heart of Darkness,https://www.goodreads.com/book/show/4900.Heart_of_Darkness,Joseph Conrad,3.43,557549,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392799983i/4900._SX50_.jpg,3.0,188.0,cover_337.png
"Beautiful Creatures (Caster Chronicles, #1)",https://www.goodreads.com/book/show/6304335-beautiful-creatures,Kami Garcia,3.77,620883,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873282i/6304335._SY75_.jpg,0.0,563.0,cover_338.png
Perfume: The Story of a Murderer,https://www.goodreads.com/book/show/343.Perfume,Patrick Süskind,4.04,551419,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409112276i/343._SY75_.jpg,5.0,263.0,cover_339.png
Man's Search for Meaning,https://www.goodreads.com/book/show/4069.Man_s_Search_for_Meaning,Viktor E. Frankl,4.37,873537,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535419394i/4069._SY75_.jpg,0.0,165.0,cover_340.png
Bridge to Terabithia,https://www.goodreads.com/book/show/40940121-bridge-to-terabithia,Katherine Paterson,4.06,589360,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532478367i/40940121._SY75_.jpg,0.0,190.0,cover_341.png
"City of Ashes (The Mortal Instruments, #2)",https://www.goodreads.com/book/show/1582996.City_of_Ashes,Cassandra Clare,4.10,993112,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432730356i/1582996._SY75_.jpg,0.0,453.0,cover_342.png
"The One (The Selection, #3)",https://www.goodreads.com/book/show/18635016-the-one,Kiera Cass,4.14,775448,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699307836i/18635016._SY75_.jpg,0.0,323.0,cover_343.png
"Interview with the Vampire (The Vampire Chronicles, #1)",https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,Anne Rice,4.02,648991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380631642i/43763._SY75_.jpg,0.0,346.0,cover_344.png
The Shack: Where Tragedy Confronts Eternity,https://www.goodreads.com/book/show/40874325-the-shack,William Paul Young,3.84,692440,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532013572i/40874325._SY75_.jpg,0.0,294.0,cover_345.png
Misery,https://www.goodreads.com/book/show/10614.Misery,Stephen King,4.23,846287,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746142586i/10614._SY75_.jpg,4.0,370.0,cover_346.png
"The Queen of Nothing (The Folk of the Air, #3)",https://www.goodreads.com/book/show/26032912-the-queen-of-nothing,Holly Black,4.33,960571,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553624975i/26032912._SX50_.jpg,0.0,321.0,cover_347.png
Speak,https://www.goodreads.com/book/show/39280444-speak,Laurie Halse Anderson,4.05,630887,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529044298i/39280444._SY75_.jpg,0.0,224.0,cover_348.png
"The Well of Ascension (Mistborn, #2)",https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,Brandon Sanderson,4.38,650528,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619538925i/68429._SY75_.jpg,0.0,590.0,cover_349.png
"The Rosie Project (Don Tillman, #1)",https://www.goodreads.com/book/show/16181775-the-rosie-project,Graeme Simsion,4.01,593722,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371651741i/16181775._SY75_.jpg,0.0,292.0,cover_350.png
"The Voyage of the Dawn Treader (Chronicles of Narnia, #4)",https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader,C.S. Lewis,4.09,506768,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032500i/140225._SX50_.jpg,2.0,248.0,cover_351.png
"The House in the Cerulean Sea (Cerulean Chronicles, #1)",https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,T.J. Klune,4.36,957767,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569514209i/45047384._SY75_.jpg,0.0,394.0,cover_352.png
"The Thursday Murder Club (Thursday Murder Club, #1)",https://www.goodreads.com/book/show/46000520-the-thursday-murder-club,Richard Osman,3.86,768880,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582287822i/46000520._SY75_.jpg,0.0,382.0,cover_353.png
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,Benjamin Alire Sáenz,4.29,675213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328320260i/12000020._SY75_.jpg,0.0,390.0,cover_354.png
"We'll Always Have Summer (Summer, #3)",https://www.goodreads.com/book/show/8680278-we-ll-always-have-summer,Jenny Han,3.77,659285,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327054226i/8680278._SY75_.jpg,0.0,291.0,cover_355.png
"Fallen (Fallen, #1)",https://www.goodreads.com/book/show/6487308-fallen,Lauren Kate,3.72,617653,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440619649i/6487308._SY75_.jpg,0.0,464.0,cover_356.png
When Breath Becomes Air,https://www.goodreads.com/book/show/25899336-when-breath-becomes-air,Paul Kalanithi,4.41,803460,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492677644i/25899336._SX50_.jpg,0.0,208.0,cover_357.png
The Vanishing Half,https://www.goodreads.com/book/show/51791252-the-vanishing-half,Brit Bennett,4.12,852990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577090827l/51791252._SX50_SY75_.jpg,0.0,343.0,cover_358.png
"Beautiful Disaster (Beautiful, #1)",https://www.goodreads.com/book/show/11505797-beautiful-disaster,Jamie McGuire,4.00,707612,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358259032i/11505797._SY75_.jpg,0.0,432.0,cover_359.png
"The Housemaid is Watching (The Housemaid, #3)",https://www.goodreads.com/book/show/199235727-the-housemaid-is-watching,Freida McFadden,3.86,934791,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710781474i/199235727._SY75_.jpg,0.0,387.0,cover_360.png
"Neverwhere (London Below, #1)",https://www.goodreads.com/book/show/14497.Neverwhere,Neil Gaiman,4.16,561285,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747943i/14497._SX50_.jpg,4.0,370.0,cover_361.png
Dear John,https://www.goodreads.com/book/show/5526.Dear_John,Nicholas Sparks,4.04,617864,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397749854i/5526._SY75_.jpg,0.0,276.0,cover_362.png
"Unravel Me (Shatter Me, #2)",https://www.goodreads.com/book/show/13104080-unravel-me,Tahereh Mafi,4.10,757240,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340287622i/13104080._SY75_.jpg,0.0,480.0,cover_363.png
Kafka on the Shore,https://www.goodreads.com/book/show/4929.Kafka_on_the_Shore,Haruki Murakami,4.12,546937,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429638085i/4929._SY75_.jpg,4.0,467.0,cover_364.png
The Hating Game,https://www.goodreads.com/book/show/27213238-the-hating-game,Sally Thorne,3.86,827750,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481566824i/27213238._SY75_.jpg,0.0,365.0,cover_365.png
Before We Were Yours,https://www.goodreads.com/book/show/32148570-before-we-were-yours,Lisa Wingate,4.40,723559,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498910914i/32148570._SY75_.jpg,0.0,342.0,cover_366.png
Anxious People,https://www.goodreads.com/book/show/53799686-anxious-people,Fredrik Backman,4.17,800121,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594234890i/53799686._SX50_.jpg,0.0,336.0,cover_367.png
Dr. Jekyll and Mr. Hyde,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,Robert Louis Stevenson,3.83,663790,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318116526i/51496._SY75_.jpg,5.0,139.0,cover_368.png
An Abundance of Katherines,https://www.goodreads.com/book/show/49750.An_Abundance_of_Katherines,John Green,3.51,549619,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206426i/49750._SY75_.jpg,0.0,229.0,cover_369.png
Yes Please,https://www.goodreads.com/book/show/20910157-yes-please,Amy Poehler,3.85,555382,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402815435i/20910157._SY75_.jpg,0.0,329.0,cover_370.png
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl,Philippa Gregory,4.09,512855,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355932638i/37470._SY75_.jpg,0.0,661.0,cover_371.png
The Dutch House,https://www.goodreads.com/book/show/44318414-the-dutch-house,Ann Patchett,4.10,554156,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552334367i/44318414._SY75_.jpg,4.0,337.0,cover_372.png
The Alice Network,https://www.goodreads.com/book/show/32051912-the-alice-network,Kate Quinn,4.32,623928,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492238040i/32051912._SX50_.jpg,0.0,503.0,cover_373.png
Archer's Voice,https://www.goodreads.com/book/show/32822135-archer-s-voice,Mia Sheridan,4.17,670563,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656593818i/32822135._SY75_.jpg,0.0,377.0,cover_374.png
What Alice Forgot,https://www.goodreads.com/book/show/6469165-what-alice-forgot,Liane Moriarty,4.07,512850,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1714030846i/6469165._SY75_.jpg,0.0,487.0,cover_375.png
"The Spanish Love Deception (Love Deception, #1)",https://www.goodreads.com/book/show/54189398-the-spanish-love-deception,Elena Armas,3.79,807874,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610900883i/54189398._SY75_.jpg,0.0,487.0,cover_376.png
The Woman in Me,https://www.goodreads.com/book/show/63133205-the-woman-in-me,Britney Spears,3.83,573034,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1689090540i/63133205._SY75_.jpg,0.0,288.0,cover_377.png
Treasure Island,https://www.goodreads.com/book/show/295.Treasure_Island,Robert Louis Stevenson,3.85,539471,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485248909i/295._SX50_.jpg,0.0,352.0,cover_378.png
Everything I Never Told You,https://www.goodreads.com/book/show/18693763-everything-i-never-told-you,Celeste Ng,3.83,610231,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386795198i/18693763._SY75_.jpg,0.0,297.0,cover_379.png
The Art of Racing in the Rain,https://www.goodreads.com/book/show/3153910-the-art-of-racing-in-the-rain,Garth Stein,4.23,553482,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377206302i/3153910._SY75_.jpg,0.0,336.0,cover_380.png
Carrie,https://www.goodreads.com/book/show/10592.Carrie,Stephen King,3.99,843710,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166254258i/10592._SY75_.jpg,0.0,272.0,cover_381.png
"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,Holly Jackson,4.26,774137,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588319723i/51335759._SY75_.jpg,0.0,413.0,cover_382.png
"The Maid (Molly the Maid, #1)",https://www.goodreads.com/book/show/55196813-the-maid,Nita Prose,3.75,704641,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643228739i/55196813._SY75_.jpg,0.0,304.0,cover_383.png
"The Duke and I (Bridgertons, #1)",https://www.goodreads.com/book/show/110391.The_Duke_and_I,Julia Quinn,3.80,684442,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379594717i/110391._SY75_.jpg,0.0,384.0,cover_384.png
"The Eye of the World (The Wheel of Time, #1)",https://www.goodreads.com/book/show/228665.The_Eye_of_the_World,Robert Jordan,4.19,591547,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659905815i/228665._SY75_.jpg,0.0,800.0,cover_385.png
"Rich Dad, Poor Dad",https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,Robert T. Kiyosaki,4.09,722546,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757619021i/69571._SY75_.jpg,0.0,195.0,cover_386.png
Number the Stars,https://www.goodreads.com/book/show/47281.Number_the_Stars,Lois Lowry,4.20,619806,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630542426i/47281._SX50_.jpg,0.0,137.0,cover_387.png
Pet Sematary,https://www.goodreads.com/book/show/33124137-pet-sematary,Stephen King,4.08,697413,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480069533i/33124137._SY75_.jpg,0.0,580.0,cover_388.png
"The Woman in Cabin 10 (Lo Blacklock, #1)",https://www.goodreads.com/book/show/28187230-the-woman-in-cabin-10,Ruth Ware,3.72,769265,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465878007i/28187230._SY75_.jpg,0.0,341.0,cover_389.png
"Foundation (Foundation, #1)",https://www.goodreads.com/book/show/29579.Foundation,Isaac Asimov,4.17,595120,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417900846i/29579._SX50_.jpg,0.0,244.0,cover_390.png
Such a Fun Age,https://www.goodreads.com/book/show/43923951-such-a-fun-age,Kiley Reid,3.77,575366,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557181911i/43923951._SY75_.jpg,0.0,310.0,cover_391.png
One True Loves,https://www.goodreads.com/book/show/27189194-one-true-loves,Taylor Jenkins Reid,4.02,718608,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559960507i/27189194._SY75_.jpg,0.0,352.0,cover_392.png
A Midsummer Night’s Dream,https://www.goodreads.com/book/show/1622.A_Midsummer_Night_s_Dream,William Shakespeare,3.94,577713,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874534i/1622._SY75_.jpg,0.0,298.0,cover_393.png
Behind Closed Doors,https://www.goodreads.com/book/show/29437949-behind-closed-doors,B.A. Paris,3.97,751338,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458854462i/29437949._SY75_.jpg,0.0,293.0,cover_394.png
American Dirt,https://www.goodreads.com/book/show/45046527-american-dirt,Jeanine Cummins,4.36,683080,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559127861i/45046527._SY75_.jpg,0.0,459.0,cover_395.png
The BFG,https://www.goodreads.com/book/show/6319.The_BFG,Roald Dahl,4.23,526119,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327872673i/6319._SY75_.jpg,0.0,199.0,cover_396.png
The Power of Habit: Why We Do What We Do in Life and Business,https://www.goodreads.com/book/show/12609433-the-power-of-habit,Charles Duhigg,4.13,561303,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545854312i/12609433._SY75_.jpg,0.0,375.0,cover_397.png
"Thinking, Fast and Slow",https://www.goodreads.com/book/show/11468377-thinking-fast-and-slow,Daniel Kahneman,4.17,586680,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317793965i/11468377._SX50_.jpg,0.0,499.0,cover_398.png
"Call Me By Your Name (Call Me By Your Name, #1)",https://www.goodreads.com/book/show/36336078-call-me-by-your-name,André Aciman,4.10,593730,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519203520i/36336078._SY75_.jpg,0.0,248.0,cover_399.png
"Clockwork Prince (The Infernal Devices, #2)",https://www.goodreads.com/book/show/10025305-clockwork-prince,Cassandra Clare,4.42,584710,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460477747i/10025305._SY75_.jpg,0.0,498.0,cover_400.png
"The Wise Man's Fear (The Kingkiller Chronicle, #2)",https://www.goodreads.com/book/show/1215032.The_Wise_Man_s_Fear,Patrick Rothfuss,4.55,619072,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452624392i/1215032._SY75_.jpg,0.0,994.0,cover_401.png
In Five Years,https://www.goodreads.com/book/show/50093704-in-five-years,Rebecca Serle,3.78,644473,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586399012i/50093704._SY75_.jpg,0.0,272.0,cover_402.png
"Crazy Rich Asians (Crazy Rich Asians, #1)",https://www.goodreads.com/book/show/16085481-crazy-rich-asians,Kevin Kwan,3.91,547328,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364852559i/16085481._SY75_.jpg,0.0,403.0,cover_403.png
The Art of War,https://www.goodreads.com/book/show/10534.The_Art_of_War,Sun Tzu,3.94,569555,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630683326i/10534._SY75_.jpg,3.0,170.0,cover_404.png
The Iliad,https://www.goodreads.com/book/show/77265004-the-iliad,Homer,3.93,508445,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681797700i/77265004._SY75_.jpg,0.0,848.0,cover_405.png
World War Z: An Oral History of the Zombie War,https://www.goodreads.com/book/show/8908.World_War_Z,Max Brooks,4.02,566362,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528312647i/8908._SX50_.jpg,0.0,342.0,cover_406.png
"The Fine Print (Dreamland Billionaires, #1)",https://www.goodreads.com/book/show/74045390-the-fine-print,Lauren Asher,3.81,660030,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671865608i/74045390._SY75_.jpg,0.0,448.0,cover_407.png
"Part of Your World (Part of Your World, #1)",https://www.goodreads.com/book/show/58684524-part-of-your-world,Abby Jimenez,4.25,835972,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634649284i/58684524._SX50_.jpg,0.0,389.0,cover_408.png
"The Mysterious Affair at Styles (Hercule Poirot, #1)",https://www.goodreads.com/book/show/52843028-the-mysterious-affair-at-styles,Agatha Christie,4.00,505131,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585632445i/52843028._SY75_.jpg,3.0,174.0,cover_409.png
The Last Song,https://www.goodreads.com/book/show/6400090-the-last-song,Nicholas Sparks,4.16,571542,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1286549186i/6400090._SY75_.jpg,0.0,390.0,cover_410.png
"One for the Money (Stephanie Plum, #1)",https://www.goodreads.com/book/show/6853.One_for_the_Money,Janet Evanovich,4.05,578516,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316730230i/6853._SY75_.jpg,0.0,320.0,cover_411.png
"Twisted Hate (Twisted, #3)",https://www.goodreads.com/book/show/56688531-twisted-hate,Ana Huang,3.94,794435,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1641478689i/56688531._SY75_.jpg,0.0,522.0,cover_412.png
"Caraval (Caraval, #1)",https://www.goodreads.com/book/show/27883214-caraval,Stephanie Garber,3.97,869614,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465563623i/27883214._SY75_.jpg,0.0,407.0,cover_413.png
"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",https://www.goodreads.com/book/show/44421460-before-the-coffee-gets-cold,Toshikazu Kawaguchi,3.66,686123,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704153539i/44421460._SY75_.jpg,3.0,213.0,cover_414.png
Local Woman Missing,https://www.goodreads.com/book/show/57361474-local-woman-missing,Mary Kubica,4.12,750051,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629480107i/57361474._SX50_.jpg,0.0,356.0,cover_415.png
Every Summer After,https://www.goodreads.com/book/show/58014893-every-summer-after,Carley Fortune,4.18,845496,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630101647i/58014893._SX50_.jpg,0.0,320.0,cover_416.png
Conversations with Friends,https://www.goodreads.com/book/show/32187419-conversations-with-friends,Sally Rooney,3.73,600008,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638729263i/32187419._SY75_.jpg,0.0,304.0,cover_417.png
All Quiet on the Western Front,https://www.goodreads.com/book/show/355697.All_Quiet_on_the_Western_Front,Erich Maria Remarque,4.11,519032,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632027397i/355697._SY75_.jpg,0.0,296.0,cover_418.png
"The Son of Neptune (The Heroes of Olympus, #2)",https://www.goodreads.com/book/show/9520360-the-son-of-neptune,Rick Riordan,4.40,666073,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464201114i/9520360._SY75_.jpg,0.0,521.0,cover_419.png
Pachinko,https://www.goodreads.com/book/show/34051011-pachinko,Min Jin Lee,4.34,621196,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1766879949i/34051011._SY75_.jpg,0.0,496.0,cover_420.png
Milk and honey,https://www.goodreads.com/book/show/23513349-milk-and-honey,Rupi Kaur,3.96,805167,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491595510i/23513349._SY75_.jpg,0.0,204.0,cover_421.png
"It's Not Summer Without You (Summer, #2)",https://www.goodreads.com/book/show/6584188-it-s-not-summer-without-you,Jenny Han,3.74,719948,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479864019i/6584188._SY75_.jpg,0.0,275.0,cover_422.png
